posts_id,Body,tags,title
7720,"<p>I am writing an application in Java for the desktop using the Eclipse SWT library for GUI rendering.  I think SWT helps Java get over the biggest hurdle for acceptance on the desktop: namely providing a Java application with a consistent, responsive interface that looks like that belonging to any other app on your desktop.  However, I feel that packaging an application is still an issue.  </p>

<p>OS X natively provides an easy mechanism for wrapping Java apps in native application bundles, but producing an app for Windows/Linux that doesn't require the user to run an ugly batch file or click on a .jar is still a hassle.  Possibly that's not such an issue on Linux, where the user is likely to be a little more tech-savvy, but on Windows I'd like to have a regular .exe for him/her to run.</p>

<p>Has anyone had any experience with any of the .exe generation tools for Java that are out there?  I've tried JSmooth but had various issues with it.  Is there a better solution before I crack out Visual Studio and roll my own?</p>

<p><strong>Edit:</strong>  I should perhaps mention that I am unable to spend a lot of money on a commercial solution.</p>
",<java><windows><swt><executable><software-distribution>,"Packaging Java apps for the Windows/Linux desktop."
7726,"<p>I'd like a concise introduction to the different options.</p>
",<flash><video>,"What are the options for delivering Flash video?"
7737,"<p>Is there a good way for displaying unicode text in opengl under Windows? For example, when you have to deal with different languages. The most common approach like</p>

<pre><code>#define FONTLISTRANGE 128
GLuint list;
list = glGenLists(FONTLISTRANGE);
wglUseFontBitmapsW(hDC, 0, FONTLISTRANGE, list);
</code></pre>

<p>just won't do because you can't create enough lists for all unicode characters.</p>
",<windows><opengl><unicode>,"How to display unicode text in OpenGL?"
7743,"<p>Do you think using websites like <a href=""http://www.elance.com"" rel=""nofollow"">Elance</a>, to obtain side jobs while still working full time, could help my programming career?</p>
",<website><career-development><jobs><contracting>,"Do you think using websites like Elance, to obtain side jobs while still working full time, could help my programming career?"
7758,"<p>I'm getting all learned up about binding in WPF.  I'm having a lot of trouble debugging the parse errors in my xaml, though.  Can somebody pretty please tell me what's wrong with this little piece? :</p>

<pre><code>&lt;Border Name=""TrackBackground""
                    Margin=""0""
                    CornerRadius=""2""                     
                    Grid.Row=""1""
                    Grid.Column=""1""
                    Background=""BlanchedAlmond""
                    BorderThickness=""1""
                    Height=""{TemplateBinding Height}""&gt;

                &lt;Canvas Name=""PART_Track"" Background=""DarkSalmon"" Grid.Row=""1"" Grid.Column=""1""&gt;
                    &lt;Thumb Name=""ThumbKnob"" Height=""{Binding ElementName=Part_Track, Path=Height, Mode=OneWay}"" /&gt;
                &lt;/Canvas&gt;
            &lt;/Border&gt;
</code></pre>

<p>It's the databinding that breaks.  I get an <code>InvalidAttributeValue</code> exception for ThumbKnob.Height when I try to run this.  I know I must be missing something fundamental.  So fill me in, stackers, and my gratitude will be boundless.</p>
",<.net><wpf><silverlight><xaml><binding>,"What is the value-binding syntax in xaml?"
7773,"<p>Hi,</p>

<p>I have an asp.net page with an asp:button that is not visible. I cant turn it visible with javascript because its not rendered to the page. What are my alternatives to solve this? </p>

<p>Thanks in advance,
Artur</p>
",<asp.net><javascript>,"change visibility of asp.net label with javascript"
7779,"<p>I have read through several reviews on Amazon and some books seem outdated.  I am currently using MyEclipse 6.5 which is using Eclipse 3.3.  I'm interested in hearing from people that have experience learning RCP and what reference material they used to get started.  Thanks in advance. Bruce</p>
",<java><eclipse><rcp><myeclipse>,"I would like a recommendation for a book on Eclipse's Rich Client Platform (RCP)."
7820,"<p>Can anyone suggest a good guide/tutorial for programming PostgreSQL? By this I mean creating triggers and procedures, domains, new types, using the various languages, and so on.</p>

<p>The manual is good, but I found it lacking as a learning aid (it is more of a reference, as manuals should be)? It is very good at describing the SQL syntax and administration tools, but was not very good at the more advanced features of PostgreSQL.</p>

<p>I have used the forums in the past</p>

<p><a href=""http://www.postgresqlforums.com/forums/"" rel=""nofollow"">http://www.postgresqlforums.com/forums/</a></p>

<p>but I think a proper guide or tutorial would be better.</p>

<p><strong>Edit:</strong> Rereading my question, I see I was not clear enough, I am asking about writing stored procedures/triggers, creating new domains and types and all the higher end stuff. I was not asking about basic SQL and database functions, I was thinking more along the power user lines.</p>

<p><strong>Update (Dec 2008):</strong> I still have not had a whole lot of luck finding anything really. I am currently using the later chapters of the PostgreSQL manual. In the <a href=""http://www.twit.tv/floss18"" rel=""nofollow"">FLOSS Weekly episode</a> on PostgreSQL, Josh Berkus spoke of various uses where people have found ways for their server to talk directly to other databases, and various other applications that really sound quite impressive.</p>

<p>Of course, it seems quite plausible that this kind of functionality just is not really documented anywhere.</p>
",<database><postgresql><tutorials>,"Recommendation for a PostgreSQL Programming Tutorial?"
7837,"<p>Im currently working with WPF and Ive seen a couple of examples on <a href=""http://www.dnrtv.com/"" rel=""nofollow"">dnrtv</a> and some other places. I'd like to see more <em>real</em> stuff. Anybody knows of good examples?</p>

<p>Thanks</p>

<p><hr /></p>

<p>The list so far:</p>

<ul>
<li><a href=""http://en.wikipedia.org/wiki/Windows_Presentation_Foundation#WPF_Applications"" rel=""nofollow"">http://en.wikipedia.org/wiki/Windows_Presentation_Foundation#WPF_Applications</a></li>
<li><a href=""http://www.hanselman.com/babysmash/"" rel=""nofollow"">http://www.hanselman.com/babysmash/</a></li>
<li><a href=""http://blogs.msdn.com/tims/archive/tags/wpf/portfolio/default.aspx"" rel=""nofollow""><strong>Tim Sneath list</strong></a></li>
<li><a href=""http://blogs.msdn.com/llobo/archive/2008/01/09/lawson-client-great-looking-wpf-enterprise-app.aspx"" rel=""nofollow"">Lawson client</a></li>
<li><a href=""http://weblogs.asp.net/scottgu/archive/2007/01/07/next-generation-yahoo-messenger-built-with-wpf-and-net.aspx"" rel=""nofollow"">Yahoo Messenger</a></li>
<li><a href=""http://channel9.msdn.com/wiki/wpf/applicationportfolio/"" rel=""nofollow""><strong>Channel 9 list</strong></a></li>
<li><a href=""http://www.vertigo.com/familyshow.aspx"" rel=""nofollow"">Family Show</a></li>
<li><a href=""http://code.google.com/p/wittytwitter/"" rel=""nofollow"">WittyTwitter</a></li>
<li><a href=""http://www.dnrtv.com/default.aspx?showNum=115"" rel=""nofollow"">Billy Hollis App</a></li>
<li><a href=""http://www.thirteen23.com/experiences/desktop/blu/#"" rel=""nofollow"">Blu</a></li>
</ul>
",<wpf>,"What real world WPF applications are out there?"
7846,"<p>I would like to use a language that I am familiar with - Java, C#, Ruby, PHP, C/C++, although examples in any language or pseudocode are more than welcome.</p>

<p>What is the best way of splitting a large XML document into smaller sections that are still valid XML? For my purposes, I need to split them into roughly thirds or fourths, but for the sake of providing examples, splitting them into n components would be good.</p>
",<xml>,"How can I split an XML document into thirds (or, even better, n pieces)?"
7851,"<p>According to the <a href=""http://uk3.php.net/features.safe-mode"" rel=""nofollow"">PHP Safe Mode Docs</a> on safe_mode_gid:</p>

<blockquote>
  <p>By default, Safe Mode does a UID compare check when opening files. If you want to relax this to a GID compare, then turn on safe_mode_gid. Whether to use UID (FALSE) or GID (TRUE) checking upon file access.</p>
</blockquote>

<p>To a PHP script running on a web server, what is the difference between a UID (User identifier) check and a GID (Group identifier) check?</p>
",<php><unix>,"What is PHP Safe Mode GID?"
7864,"<p>As I learn more and more about OOP, and start to implement various design patterns, I keep coming back to cases where people are hating on <a href=""http://en.wikipedia.org/wiki/Active_record_pattern"" rel=""nofollow"">Active Record</a>.</p>

<p>Often, people say that it doesn't scale well (citing Twitter as their prime example) -- but nobody actually explains <strong><em>why</em></strong> it doesn't scale well; and / or how to achieve the pros of AR without the cons (via a similar but different pattern?)</p>

<p>Hopefully this won't turn into a holy war about design patterns -- all I want to know is <strong>**specifically**</strong> what's wrong with Active Record.</p>

<p>If it doesn't scale well, why not?</p>

<p>What other problems does it have?</p>
",<ruby-on-rails><design-patterns><oop><activerecord>,"Why all the Active Record hate?"
